,feedback_id,shipment_id,customer_id,delivery_time,delivery_rating,issue_reported,issue_type,complaint_status
5122,FD7509,SHIP2489,CUST328,8,4,True,Damage,Unresolved
5123,FD17055,SHIP22902,CUST137,9,4,False,,
5124,FD10335,SHIP17411,CUST344,6,3,True,Damage,Resolved
5125,FD3831,SHIP3225,CUST26,8,2,True,Wrong Address,Resolved
5126,FD7967,SHIP24825,CUST205,5,2,False,,
5127,FD3356,SHIP18269,CUST24,11,3,False,,
5128,FD22912,SHIP19624,CUST115,5,2,False,,
5129,FD21057,SHIP22579,CUST685,9,5,True,Wrong Address,Resolved
5130,FD23250,SHIP23997,CUST405,3,4,False,,
5131,FD5674,SHIP7407,CUST284,5,3,False,,
5132,FD20808,SHIP23738,CUST537,1,3,True,Delay,Pending
5133,FD16026,SHIP15112,CUST81,4,4,False,,
5134,FD23715,SHIP19048,CUST655,7,1,False,,
5135,FD20992,SHIP6432,CUST716,6,2,False,,
5136,FD5069,SHIP22380,CUST434,8,5,True,Delay,Unresolved
5137,FD20047,SHIP13123,CUST131,6,5,True,Damage,Resolved
5138,FD17318,SHIP2461,CUST617,9,4,False,,
5139,FD9583,SHIP10984,CUST176,11,5,False,,
5140,FD21942,SHIP5596,CUST217,11,4,False,,
5141,FD22934,SHIP951,CUST403,8,5,False,,
5142,FD1446,SHIP12123,CUST719,8,5,True,Wrong Address,Unresolved
5143,FD23714,SHIP15160,CUST670,6,1,True,Damage,Unresolved
5144,FD9652,SHIP16668,CUST598,9,3,False,,
5145,FD4946,SHIP18340,CUST474,6,3,False,,
5146,FD2356,SHIP9578,CUST157,11,1,False,,
5147,FD1217,SHIP22306,CUST486,11,1,True,Wrong Address,Pending
5148,FD4531,SHIP5624,CUST147,6,1,True,Lost,Unresolved
5149,FD15647,SHIP10715,CUST390,8,1,False,,
5150,FD15690,SHIP17387,CUST24,1,1,True,Damage,Resolved
5151,FD8462,SHIP13716,CUST164,9,4,True,Damage,Unresolved
5152,FD5705,SHIP13134,CUST416,13,3,False,,
5153,FD19591,SHIP25,CUST128,2,2,True,Wrong Address,Pending
5154,FD834,SHIP14193,CUST480,12,2,False,,
5155,FD18811,SHIP360,CUST44,6,4,True,Damage,Pending
5156,FD4400,SHIP1674,CUST307,12,2,False,,
5157,FD10292,SHIP21759,CUST191,6,5,False,,
5158,FD13234,SHIP14149,CUST330,14,5,True,Delay,Unresolved
5159,FD20541,SHIP21082,CUST498,3,3,True,Wrong Address,Resolved
5160,FD17064,SHIP1483,CUST139,11,2,True,Damage,Unresolved
5161,FD7577,SHIP1781,CUST640,9,3,False,,
5162,FD19538,SHIP12202,CUST577,4,2,False,,
5163,FD21261,SHIP23014,CUST299,8,5,False,,
5164,FD6271,SHIP3145,CUST506,8,5,True,Lost,Unresolved
5165,FD18625,SHIP590,CUST680,12,2,False,,
5166,FD18663,SHIP5871,CUST453,4,1,False,,
5167,FD20251,SHIP10976,CUST497,13,2,True,Wrong Address,Pending
5168,FD6059,SHIP10898,CUST360,12,3,False,,
5169,FD14400,SHIP17386,CUST116,3,3,True,Damage,Unresolved
5170,FD6076,SHIP8569,CUST700,5,2,False,,
5171,FD12099,SHIP6755,CUST625,6,5,True,Wrong Address,Pending
5172,FD13936,SHIP1834,CUST351,3,4,False,,
5173,FD5100,SHIP17661,CUST63,12,2,True,Delay,Unresolved
5174,FD15405,SHIP15648,CUST406,13,2,True,Wrong Address,Unresolved
5175,FD22429,SHIP4265,CUST48,5,1,False,,
5176,FD5907,SHIP7929,CUST336,8,2,True,Wrong Address,Resolved
5177,FD18170,SHIP19378,CUST549,5,3,True,Delay,Pending
5178,FD2720,SHIP16025,CUST366,2,2,False,,
5179,FD19837,SHIP4896,CUST381,8,4,False,,
5180,FD12459,SHIP17862,CUST468,9,5,True,Damage,Unresolved
5181,FD4780,SHIP3051,CUST153,11,3,True,Delay,Resolved
5182,FD5665,SHIP10225,CUST706,13,3,True,Wrong Address,Resolved
5183,FD10170,SHIP22559,CUST128,13,4,False,,
5184,FD15442,SHIP19952,CUST56,3,3,True,Wrong Address,Resolved
5185,FD11957,SHIP6596,CUST672,14,2,True,Delay,Unresolved
5186,FD23558,SHIP22034,CUST255,11,3,True,Damage,Resolved
5187,FD20305,SHIP1908,CUST510,7,5,True,Wrong Address,Resolved
5188,FD3013,SHIP3334,CUST689,9,2,True,Lost,Resolved
5189,FD6097,SHIP3220,CUST423,10,2,True,Delay,Unresolved
5190,FD21942,SHIP1475,CUST203,12,1,True,Lost,Pending
5191,FD10996,SHIP16493,CUST361,2,3,True,Lost,Pending
5192,FD5008,SHIP15110,CUST332,7,5,False,,
5193,FD10193,SHIP14880,CUST212,5,1,True,Wrong Address,Pending
5194,FD1310,SHIP8137,CUST420,1,2,True,Wrong Address,Resolved
5195,FD19153,SHIP1128,CUST303,10,1,True,Lost,Pending
5196,FD10511,SHIP689,CUST407,2,2,False,,
5197,FD644,SHIP2504,CUST377,10,3,True,Delay,Unresolved
5198,FD1610,SHIP13862,CUST385,12,2,True,Damage,Pending
5199,FD6450,SHIP13193,CUST305,14,5,False,,
5200,FD1751,SHIP1992,CUST497,2,4,True,Lost,Resolved
5201,FD22254,SHIP17774,CUST571,3,4,True,Wrong Address,Unresolved
5202,FD12096,SHIP15303,CUST661,2,5,False,,
5203,FD2324,SHIP7243,CUST739,9,2,True,Damage,Resolved
5204,FD19129,SHIP2086,CUST700,4,2,True,Damage,Resolved
5205,FD22619,SHIP21837,CUST259,11,2,True,Lost,Resolved
5206,FD24344,SHIP6066,CUST357,10,1,False,,
5207,FD20238,SHIP14296,CUST585,7,3,False,,
5208,FD18303,SHIP87,CUST112,1,4,False,,
5209,FD21816,SHIP13026,CUST598,10,1,False,,
5210,FD14041,SHIP2644,CUST107,10,4,False,,
5211,FD6297,SHIP15184,CUST451,6,5,True,Damage,Pending
5212,FD13408,SHIP18334,CUST577,9,5,False,,
5213,FD4474,SHIP19788,CUST209,6,4,True,Wrong Address,Resolved
5214,FD11499,SHIP10175,CUST374,1,1,False,,
5215,FD16500,SHIP87,CUST112,3,5,False,,
5216,FD22637,SHIP14546,CUST296,6,3,False,,
5217,FD4540,SHIP10564,CUST551,13,1,False,,
5218,FD10416,SHIP22614,CUST640,12,2,True,Delay,Resolved
5219,FD1552,SHIP6401,CUST13,8,2,True,Delay,Resolved
5220,FD17659,SHIP10539,CUST137,12,5,True,Damage,Pending
5221,FD2867,SHIP22575,CUST210,3,5,False,,
5222,FD23526,SHIP4470,CUST174,14,4,False,,
5223,FD16036,SHIP24583,CUST455,13,2,False,,
5224,FD398,SHIP11724,CUST700,3,2,True,Wrong Address,Unresolved
5225,FD11631,SHIP23025,CUST271,3,3,False,,
5226,FD17430,SHIP16750,CUST44,1,1,True,Lost,Unresolved
5227,FD24985,SHIP22096,CUST463,8,2,True,Damage,Resolved
5228,FD1307,SHIP21990,CUST726,11,3,False,,
5229,FD18367,SHIP15718,CUST666,7,3,True,Lost,Unresolved
5230,FD17433,SHIP21398,CUST275,1,1,False,,
5231,FD8693,SHIP2807,CUST259,5,4,True,Wrong Address,Pending
5232,FD10332,SHIP2161,CUST594,13,4,True,Delay,Resolved
5233,FD23361,SHIP2005,CUST390,12,3,False,,
5234,FD21270,SHIP19133,CUST539,12,3,False,,
5235,FD2453,SHIP1706,CUST702,2,5,True,Lost,Unresolved
5236,FD8152,SHIP17159,CUST631,6,3,True,Lost,Resolved
5237,FD3829,SHIP1949,CUST322,4,5,True,Lost,Pending
5238,FD11117,SHIP1362,CUST552,12,5,True,Lost,Unresolved
5239,FD24637,SHIP17264,CUST147,8,1,True,Damage,Pending
5240,FD24359,SHIP16905,CUST635,11,3,True,Delay,Unresolved
5241,FD9493,SHIP3806,CUST319,3,2,True,Damage,Pending
5242,FD16249,SHIP10110,CUST110,9,4,False,,
5243,FD21538,SHIP15873,CUST726,12,4,True,Delay,Resolved
5244,FD8693,SHIP7492,CUST267,5,4,False,,
5245,FD16360,SHIP15650,CUST558,8,4,True,Damage,Pending
5246,FD4676,SHIP19241,CUST255,2,4,True,Wrong Address,Pending
5247,FD3841,SHIP1000,CUST43,6,5,False,,
5248,FD4520,SHIP14879,CUST725,3,4,True,Wrong Address,Resolved
5249,FD13529,SHIP7736,CUST561,1,1,False,,
5250,FD9279,SHIP7767,CUST336,4,5,False,,
5251,FD8414,SHIP21689,CUST203,6,1,False,,
5252,FD10809,SHIP3694,CUST655,14,1,True,Damage,Resolved
5253,FD1153,SHIP5807,CUST84,2,2,False,,
5254,FD18803,SHIP7613,CUST117,4,2,True,Damage,Unresolved
5255,FD7057,SHIP15010,CUST116,8,3,False,,
5256,FD16159,SHIP509,CUST613,7,3,False,,
5257,FD1474,SHIP7903,CUST63,8,4,False,,
5258,FD17764,SHIP12433,CUST152,13,4,False,,
5259,FD23889,SHIP5720,CUST672,2,5,False,,
5260,FD13183,SHIP12810,CUST690,4,3,True,Delay,Pending
5261,FD6280,SHIP12021,CUST474,9,1,True,Wrong Address,Unresolved
5262,FD21323,SHIP11002,CUST229,9,5,False,,
5263,FD16643,SHIP20023,CUST468,6,5,True,Wrong Address,Pending
5264,FD13284,SHIP12829,CUST46,3,4,True,Wrong Address,Resolved
5265,FD21609,SHIP12579,CUST162,13,1,True,Delay,Resolved
5266,FD21112,SHIP22019,CUST644,12,4,True,Damage,Unresolved
5267,FD5857,SHIP1777,CUST484,9,4,False,,
5268,FD23129,SHIP10917,CUST494,12,1,False,,
5269,FD16207,SHIP7377,CUST595,2,3,False,,
5270,FD17954,SHIP8371,CUST456,12,3,False,,
5271,FD790,SHIP21327,CUST80,2,5,True,Delay,Unresolved
5272,FD23300,SHIP441,CUST209,6,3,True,Damage,Pending
5273,FD13631,SHIP7656,CUST217,8,1,False,,
5274,FD1268,SHIP6819,CUST568,1,1,False,,
5275,FD15919,SHIP1959,CUST88,2,3,True,Delay,Resolved
5276,FD5964,SHIP20329,CUST26,6,2,False,,
5277,FD2406,SHIP20046,CUST463,5,2,True,Delay,Pending
5278,FD19336,SHIP5285,CUST335,5,1,False,,
5279,FD7321,SHIP11425,CUST70,11,2,False,,
5280,FD18250,SHIP11063,CUST510,6,3,True,Wrong Address,Unresolved
5281,FD5673,SHIP23343,CUST315,9,4,False,,
5282,FD4977,SHIP7505,CUST564,6,5,True,Lost,Unresolved
5283,FD15100,SHIP1304,CUST732,1,5,False,,
5284,FD10193,SHIP11748,CUST682,2,3,False,,
5285,FD5219,SHIP22615,CUST540,7,2,True,Damage,Resolved
5286,FD19834,SHIP24347,CUST676,14,5,True,Delay,Resolved
5287,FD21112,SHIP24845,CUST366,6,4,False,,
5288,FD13888,SHIP11596,CUST60,9,3,True,Delay,Resolved
5289,FD10837,SHIP12341,CUST38,13,4,False,,
5290,FD3736,SHIP11377,CUST29,8,4,False,,
5291,FD10333,SHIP767,CUST577,7,2,True,Delay,Pending
5292,FD18502,SHIP10772,CUST453,10,5,True,Lost,Unresolved
5293,FD5685,SHIP9659,CUST118,4,2,True,Wrong Address,Pending
5294,FD1856,SHIP13532,CUST174,12,3,True,Wrong Address,Pending
5295,FD11643,SHIP5781,CUST311,13,1,False,,
5296,FD12822,SHIP24234,CUST311,3,3,False,,
5297,FD15447,SHIP21466,CUST417,8,2,True,Wrong Address,Unresolved
5298,FD18193,SHIP12731,CUST585,10,1,False,,
5299,FD9369,SHIP14720,CUST275,5,2,False,,
5300,FD17008,SHIP21600,CUST240,7,1,False,,
5301,FD21594,SHIP24655,CUST342,9,5,True,Delay,Pending
5302,FD2990,SHIP13498,CUST301,13,5,True,Delay,Unresolved
5303,FD15693,SHIP10863,CUST27,6,5,True,Delay,Unresolved
5304,FD22139,SHIP13930,CUST55,3,2,True,Lost,Pending
5305,FD11475,SHIP20423,CUST644,1,3,False,,
5306,FD5554,SHIP24579,CUST333,10,4,False,,
5307,FD14432,SHIP23910,CUST10,9,1,False,,
5308,FD24233,SHIP20502,CUST633,7,4,True,Damage,Unresolved
5309,FD15652,SHIP15459,CUST441,2,3,True,Damage,Pending
5310,FD3716,SHIP7675,CUST383,1,3,False,,
5311,FD11548,SHIP19255,CUST255,10,2,False,,
5312,FD14321,SHIP23638,CUST263,8,1,True,Delay,Unresolved
5313,FD9874,SHIP9228,CUST137,8,1,False,,
5314,FD2912,SHIP24698,CUST121,12,2,False,,
5315,FD12297,SHIP4608,CUST63,3,2,False,,
5316,FD24416,SHIP747,CUST9,11,4,False,,
5317,FD13592,SHIP18073,CUST232,6,3,False,,
5318,FD15005,SHIP7949,CUST442,2,1,True,Damage,Pending
5319,FD11227,SHIP14388,CUST613,9,5,True,Damage,Resolved
5320,FD20559,SHIP7803,CUST384,9,3,True,Wrong Address,Pending
5321,FD24482,SHIP17143,CUST742,3,5,True,Delay,Pending
5322,FD2243,SHIP18938,CUST501,11,3,True,Wrong Address,Resolved
5323,FD4330,SHIP2669,CUST390,1,1,False,,
5324,FD13676,SHIP13756,CUST502,14,4,False,,
5325,FD14624,SHIP20302,CUST72,6,1,False,,
5326,FD18752,SHIP19443,CUST649,12,5,False,,
5327,FD21970,SHIP7222,CUST185,5,2,True,Damage,Resolved
5328,FD11925,SHIP5867,CUST724,2,1,True,Delay,Resolved
5329,FD18767,SHIP22407,CUST121,8,5,True,Wrong Address,Resolved
5330,FD10611,SHIP7941,CUST183,11,3,False,,
5331,FD8865,SHIP8324,CUST46,2,2,False,,
5332,FD4021,SHIP13125,CUST583,13,1,False,,
5333,FD5185,SHIP11688,CUST274,3,5,False,,
5334,FD4253,SHIP18844,CUST283,9,2,False,,
5335,FD10748,SHIP18782,CUST633,14,4,False,,
5336,FD7993,SHIP24719,CUST658,11,5,False,,
5337,FD12078,SHIP5690,CUST623,11,4,True,Lost,Pending
5338,FD667,SHIP4504,CUST551,4,5,False,,
5339,FD22306,SHIP7317,CUST383,3,5,False,,
5340,FD18936,SHIP15617,CUST687,6,4,False,,
5341,FD4632,SHIP353,CUST322,13,2,True,Damage,Unresolved
5342,FD7711,SHIP24092,CUST118,13,5,True,Damage,Pending
5343,FD656,SHIP18011,CUST287,8,2,True,Wrong Address,Resolved
5344,FD13434,SHIP23107,CUST595,3,1,True,Damage,Resolved
5345,FD15097,SHIP23343,CUST261,3,5,True,Damage,Resolved
5346,FD9001,SHIP148,CUST339,14,3,False,,
5347,FD22761,SHIP14386,CUST137,6,3,True,Delay,Unresolved
5348,FD19151,SHIP22012,CUST524,5,4,False,,
5349,FD3235,SHIP24207,CUST530,13,3,False,,
5350,FD3382,SHIP2781,CUST134,13,3,True,Damage,Pending
5351,FD5259,SHIP13129,CUST241,3,2,False,,
5352,FD6236,SHIP17676,CUST503,14,5,True,Wrong Address,Pending
5353,FD23320,SHIP304,CUST53,3,3,True,Lost,Pending
5354,FD3082,SHIP22915,CUST749,8,4,False,,
5355,FD5470,SHIP10654,CUST272,14,2,True,Delay,Unresolved
5356,FD5916,SHIP12610,CUST301,14,2,True,Lost,Pending
5357,FD12839,SHIP17596,CUST655,14,3,False,,
5358,FD8463,SHIP9469,CUST492,9,3,True,Lost,Resolved
5359,FD13518,SHIP13050,CUST360,1,3,True,Delay,Unresolved
5360,FD20652,SHIP16575,CUST426,2,1,False,,
5361,FD17120,SHIP10437,CUST148,2,5,False,,
5362,FD17532,SHIP11904,CUST570,1,4,False,,
5363,FD8430,SHIP15585,CUST339,1,1,True,Damage,Unresolved
5364,FD10898,SHIP14966,CUST714,8,3,False,,
5365,FD15235,SHIP14267,CUST296,6,4,False,,
5366,FD19028,SHIP11217,CUST498,7,2,True,Lost,Unresolved
5367,FD6488,SHIP14724,CUST706,8,1,True,Lost,Pending
5368,FD9262,SHIP9995,CUST379,1,5,True,Lost,Pending
5369,FD18522,SHIP12956,CUST558,6,3,True,Delay,Resolved
5370,FD4369,SHIP15238,CUST621,2,3,True,Delay,Unresolved
5371,FD13231,SHIP14228,CUST408,2,2,True,Lost,Unresolved
5372,FD8925,SHIP14180,CUST729,6,1,True,Lost,Resolved
5373,FD3652,SHIP12724,CUST489,13,4,False,,
5374,FD15189,SHIP11657,CUST598,14,5,False,,
5375,FD6452,SHIP5986,CUST528,12,5,False,,
5376,FD19698,SHIP14874,CUST690,10,4,True,Lost,Resolved
5377,FD2414,SHIP19476,CUST633,2,2,False,,
5378,FD21107,SHIP3612,CUST78,2,1,False,,
5379,FD11184,SHIP1254,CUST433,5,1,True,Damage,Resolved
5380,FD2595,SHIP20283,CUST81,12,5,False,,
5381,FD19692,SHIP19652,CUST544,14,3,False,,
5382,FD12559,SHIP21666,CUST219,8,3,False,,
5383,FD15527,SHIP10418,CUST46,3,1,False,,
5384,FD7418,SHIP6482,CUST536,9,4,False,,
5385,FD23823,SHIP21046,CUST142,10,2,True,Damage,Unresolved
5386,FD22888,SHIP7044,CUST698,12,3,False,,
5387,FD8428,SHIP9217,CUST183,3,3,False,,
5388,FD13960,SHIP21234,CUST174,12,5,False,,
5389,FD8890,SHIP24871,CUST725,12,2,True,Lost,Resolved
5390,FD18405,SHIP8967,CUST212,11,3,True,Lost,Pending
5391,FD3701,SHIP18617,CUST584,7,1,True,Delay,Pending
5392,FD6364,SHIP3856,CUST212,3,5,False,,
5393,FD10549,SHIP3969,CUST568,9,5,True,Delay,Unresolved
5394,FD3832,SHIP24755,CUST549,2,2,True,Delay,Unresolved
5395,FD10745,SHIP5714,CUST240,1,1,True,Damage,Unresolved
5396,FD3258,SHIP9875,CUST508,8,3,True,Lost,Pending
5397,FD3796,SHIP11160,CUST261,3,3,False,,
5398,FD4572,SHIP7611,CUST486,2,2,False,,
5399,FD7536,SHIP6155,CUST203,2,4,True,Wrong Address,Pending
5400,FD7370,SHIP9352,CUST133,9,5,False,,
5401,FD15581,SHIP21637,CUST144,1,1,True,Lost,Resolved
5402,FD16753,SHIP4305,CUST42,11,4,False,,
5403,FD10831,SHIP2013,CUST649,1,4,True,Delay,Unresolved
5404,FD19383,SHIP19846,CUST639,1,4,True,Damage,Resolved
5405,FD16668,SHIP20873,CUST706,2,2,False,,
5406,FD451,SHIP14952,CUST552,12,2,True,Damage,Resolved
5407,FD12251,SHIP18118,CUST747,5,1,False,,
5408,FD1688,SHIP18826,CUST497,8,5,True,Damage,Unresolved
5409,FD13547,SHIP8899,CUST311,14,5,True,Lost,Resolved
5410,FD299,SHIP16376,CUST242,7,5,True,Delay,Unresolved
5411,FD9541,SHIP15117,CUST117,3,2,True,Delay,Unresolved
5412,FD1900,SHIP2752,CUST565,4,1,True,Lost,Pending
5413,FD9974,SHIP17705,CUST174,14,1,False,,
5414,FD16802,SHIP11182,CUST606,14,5,True,Lost,Pending
5415,FD1734,SHIP11362,CUST721,7,1,True,Lost,Resolved
5416,FD6086,SHIP2842,CUST365,5,1,True,Damage,Pending
5417,FD13970,SHIP23660,CUST189,3,5,True,Lost,Pending
5418,FD861,SHIP2817,CUST114,8,4,False,,
5419,FD22407,SHIP5615,CUST534,13,1,True,Delay,Resolved
5420,FD13736,SHIP762,CUST565,11,3,False,,
5421,FD20669,SHIP18693,CUST560,13,3,False,,
5422,FD3373,SHIP6781,CUST199,6,2,False,,
5423,FD15140,SHIP20933,CUST118,12,4,True,Damage,Resolved
5424,FD18703,SHIP13565,CUST585,11,4,False,,
5425,FD22271,SHIP18191,CUST733,8,3,True,Delay,Unresolved
5426,FD20494,SHIP12546,CUST442,2,3,False,,
5427,FD2493,SHIP20413,CUST33,2,4,True,Delay,Resolved
5428,FD22881,SHIP22366,CUST37,11,5,False,,
5429,FD10502,SHIP8097,CUST267,6,5,True,Damage,Unresolved
5430,FD10070,SHIP9518,CUST9,5,1,True,Lost,Pending
5431,FD1719,SHIP5838,CUST622,7,4,False,,
5432,FD13952,SHIP21353,CUST210,14,3,True,Delay,Pending
5433,FD7077,SHIP17547,CUST519,13,1,False,,
5434,FD15259,SHIP12224,CUST548,9,3,False,,
5435,FD9001,SHIP19370,CUST115,11,5,False,,
5436,FD8926,SHIP10882,CUST118,12,4,True,Damage,Pending
5437,FD20467,SHIP9660,CUST724,10,3,True,Damage,Pending
5438,FD22807,SHIP24009,CUST94,3,2,True,Delay,Unresolved
5439,FD18145,SHIP1741,CUST109,7,3,True,Delay,Pending
5440,FD19503,SHIP8642,CUST119,7,4,False,,
5441,FD7862,SHIP1378,CUST93,9,4,True,Wrong Address,Unresolved
5442,FD12965,SHIP3389,CUST564,10,3,True,Delay,Pending
5443,FD16684,SHIP24219,CUST659,12,1,True,Wrong Address,Pending
5444,FD8573,SHIP21650,CUST564,4,3,False,,
5445,FD2476,SHIP2164,CUST205,6,2,True,Lost,Pending
5446,FD22777,SHIP13381,CUST726,13,1,True,Damage,Unresolved
5447,FD3831,SHIP22642,CUST668,7,4,True,Wrong Address,Pending
5448,FD9044,SHIP8758,CUST158,4,2,True,Damage,Unresolved
5449,FD15606,SHIP11554,CUST315,10,2,True,Delay,Unresolved
5450,FD11755,SHIP22989,CUST240,2,5,True,Lost,Unresolved
5451,FD11065,SHIP23638,CUST263,12,3,False,,
5452,FD18802,SHIP233,CUST455,12,3,True,Damage,Resolved
5453,FD1047,SHIP14113,CUST192,4,4,True,Lost,Resolved
5454,FD24379,SHIP21278,CUST489,2,3,False,,
5455,FD19833,SHIP10930,CUST580,3,2,False,,
5456,FD14777,SHIP8132,CUST417,5,4,True,Lost,Pending
5457,FD22137,SHIP1373,CUST432,8,5,False,,
5458,FD20656,SHIP1738,CUST552,2,2,True,Lost,Pending
5459,FD15376,SHIP16190,CUST463,8,1,False,,
5460,FD16126,SHIP3759,CUST640,7,1,False,,
5461,FD6014,SHIP18573,CUST612,10,1,True,Wrong Address,Resolved
5462,FD16282,SHIP4542,CUST275,6,1,False,,
5463,FD10272,SHIP17930,CUST40,7,5,True,Lost,Pending
5464,FD24207,SHIP21037,CUST655,5,3,True,Lost,Resolved
5465,FD9424,SHIP12465,CUST700,7,4,True,Wrong Address,Pending
5466,FD18111,SHIP24861,CUST104,5,4,False,,
5467,FD20197,SHIP21621,CUST530,14,5,True,Lost,Resolved
5468,FD5125,SHIP16547,CUST225,4,3,False,,
5469,FD14207,SHIP21262,CUST203,4,4,False,,
5470,FD14056,SHIP13388,CUST30,2,5,True,Damage,Unresolved
5471,FD20222,SHIP968,CUST81,11,4,False,,
5472,FD7107,SHIP2082,CUST370,10,1,True,Delay,Resolved
5473,FD19837,SHIP8403,CUST217,8,3,False,,
5474,FD17632,SHIP241,CUST403,4,4,True,Wrong Address,Unresolved
5475,FD2651,SHIP5745,CUST221,1,4,True,Damage,Resolved
5476,FD15667,SHIP7623,CUST275,8,5,False,,
5477,FD24227,SHIP7111,CUST262,13,4,False,,
5478,FD16937,SHIP18486,CUST451,7,3,True,Delay,Pending
5479,FD15843,SHIP17930,CUST434,8,5,True,Damage,Unresolved
5480,FD772,SHIP6244,CUST575,6,2,False,,
5481,FD19128,SHIP300,CUST617,1,3,False,,
5482,FD9411,SHIP18090,CUST567,6,2,False,,
5483,FD23663,SHIP23246,CUST670,9,5,True,Damage,Resolved
5484,FD9301,SHIP13336,CUST342,12,3,False,,
5485,FD15616,SHIP2108,CUST613,10,2,True,Damage,Unresolved
5486,FD11383,SHIP13827,CUST570,2,2,True,Lost,Resolved
5487,FD6652,SHIP19805,CUST607,11,1,True,Wrong Address,Unresolved
5488,FD17012,SHIP15750,CUST26,2,1,False,,
5489,FD23943,SHIP3999,CUST370,12,3,True,Damage,Resolved
5490,FD18284,SHIP6215,CUST704,2,2,False,,
5491,FD7930,SHIP18715,CUST482,3,5,True,Delay,Unresolved
5492,FD3289,SHIP475,CUST48,1,4,False,,
5493,FD1644,SHIP2612,CUST544,8,4,True,Damage,Resolved
5494,FD14966,SHIP2914,CUST330,11,2,True,Damage,Resolved
5495,FD17186,SHIP16549,CUST460,4,1,True,Wrong Address,Pending
5496,FD12798,SHIP4271,CUST721,5,3,False,,
5497,FD10731,SHIP2964,CUST672,13,1,True,Damage,Pending
5498,FD21687,SHIP9275,CUST689,1,2,False,,
5499,FD14789,SHIP9233,CUST714,11,1,True,Delay,Pending
5500,FD20981,SHIP8069,CUST203,5,3,False,,
5501,FD9085,SHIP12146,CUST34,13,4,True,Delay,Pending
5502,FD13053,SHIP15714,CUST580,2,3,True,Damage,Unresolved
5503,FD6432,SHIP18620,CUST656,1,1,True,Delay,Resolved
5504,FD7223,SHIP21162,CUST117,3,1,True,Damage,Pending
5505,FD22255,SHIP2485,CUST745,7,5,False,,
5506,FD22779,SHIP6670,CUST529,12,1,True,Damage,Unresolved
5507,FD15968,SHIP15642,CUST121,2,4,False,,
5508,FD22707,SHIP9444,CUST410,13,3,False,,
5509,FD22952,SHIP7603,CUST322,10,1,True,Lost,Pending
5510,FD23885,SHIP9294,CUST66,9,1,False,,
5511,FD18389,SHIP11031,CUST152,10,1,False,,
5512,FD13557,SHIP15912,CUST455,9,5,False,,
5513,FD16993,SHIP20480,CUST80,8,2,False,,
5514,FD21369,SHIP24710,CUST18,13,1,False,,
5515,FD20349,SHIP1810,CUST564,13,4,True,Wrong Address,Resolved
5516,FD16707,SHIP12387,CUST470,10,4,False,,
5517,FD16964,SHIP11282,CUST60,9,4,True,Lost,Resolved
5518,FD17437,SHIP19586,CUST46,1,5,True,Wrong Address,Unresolved
5519,FD6198,SHIP7152,CUST210,10,1,True,Delay,Unresolved
5520,FD12705,SHIP13637,CUST296,3,2,True,Wrong Address,Pending
5521,FD24327,SHIP9395,CUST261,9,3,True,Delay,Resolved
5522,FD22159,SHIP7516,CUST540,13,3,True,Damage,Pending
5523,FD13460,SHIP16551,CUST327,9,5,False,,
5524,FD2617,SHIP9617,CUST114,4,5,True,Wrong Address,Unresolved
5525,FD17955,SHIP23411,CUST13,11,1,False,,
5526,FD12757,SHIP15188,CUST655,10,2,True,Wrong Address,Pending
5527,FD1371,SHIP6559,CUST322,10,4,False,,
5528,FD5587,SHIP15338,CUST153,8,1,True,Lost,Pending
5529,FD966,SHIP4050,CUST26,7,4,False,,
5530,FD19511,SHIP9393,CUST117,14,1,True,Lost,Unresolved
5531,FD21003,SHIP5586,CUST185,8,5,True,Wrong Address,Resolved
5532,FD19630,SHIP18161,CUST425,3,3,False,,
5533,FD22366,SHIP524,CUST89,14,3,True,Delay,Resolved
5534,FD15736,SHIP11484,CUST263,13,1,False,,
5535,FD4689,SHIP15761,CUST573,12,3,False,,
5536,FD2772,SHIP10448,CUST381,12,5,True,Wrong Address,Resolved
5537,FD27,SHIP12050,CUST84,12,5,True,Damage,Resolved
5538,FD22909,SHIP10253,CUST212,12,1,True,Damage,Unresolved
5539,FD18086,SHIP19509,CUST719,3,1,False,,
5540,FD3149,SHIP4806,CUST64,11,3,True,Delay,Unresolved
5541,FD10089,SHIP17090,CUST18,11,1,True,Wrong Address,Resolved
5542,FD3390,SHIP17107,CUST266,9,1,False,,
5543,FD16857,SHIP4391,CUST521,6,2,False,,
5544,FD21321,SHIP5793,CUST742,1,1,False,,
5545,FD8978,SHIP20302,CUST342,13,2,False,,
5546,FD178,SHIP8873,CUST695,13,5,True,Damage,Unresolved
5547,FD3731,SHIP6465,CUST137,5,5,True,Delay,Unresolved
5548,FD19509,SHIP13858,CUST33,4,4,False,,
5549,FD6282,SHIP15414,CUST96,2,3,False,,
5550,FD3044,SHIP24166,CUST126,12,4,True,Wrong Address,Resolved
5551,FD3820,SHIP3335,CUST515,13,1,False,,
5552,FD11714,SHIP17446,CUST186,8,4,True,Wrong Address,Pending
5553,FD18135,SHIP15087,CUST494,14,3,True,Wrong Address,Resolved
5554,FD22666,SHIP7733,CUST319,6,5,False,,
5555,FD15122,SHIP16823,CUST27,7,1,True,Damage,Resolved
5556,FD9001,SHIP20965,CUST313,1,3,True,Delay,Pending
5557,FD2287,SHIP21911,CUST27,7,4,True,Lost,Resolved
